,drug1,drug2,object,precipitant,severity
6185,http://bio2rdf.org/drugbank:DB00661,http://bio2rdf.org/drugbank:DB00898,Verapamil,Ethanol,1
6184,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00469,Nifedipine,Tenoxicam, 
6183,http://bio2rdf.org/drugbank:DB00199,http://bio2rdf.org/drugbank:DB01247,Erythromycin,Isocarboxazid,2
6182,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB00421,Niclosamide,Spironolactone,1
6181,http://bio2rdf.org/drugbank:DB00199,http://bio2rdf.org/drugbank:DB00866,Erythromycin,Alprenolol,1
6180,http://bio2rdf.org/drugbank:DB01021,http://bio2rdf.org/drugbank:DB01356,Trichlormethiazide,Lithium,2
6179,http://bio2rdf.org/drugbank:DB00201,http://bio2rdf.org/drugbank:DB01398,Caffeine,Salicylate-sodium,1
6178,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00571,Cholestyramine,Propranolol, 
6177,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00199,Calcium,Erythromycin,1
6176,http://bio2rdf.org/drugbank:DB01045,http://bio2rdf.org/drugbank:DB06817,Rifampicin,Raltegravir,2
6175,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB01399,Levonorgestrel,Salsalate,1
6174,http://bio2rdf.org/drugbank:DB01164,http://bio2rdf.org/drugbank:DB01297,Calcium_Chloride,Practolol,1
6173,http://bio2rdf.org/drugbank:DB01580,http://bio2rdf.org/drugbank:DB00540,Oxprenolol,Nortriptyline,1
6172,http://bio2rdf.org/drugbank:DB01268,http://bio2rdf.org/drugbank:DB00503,Sunitinib,Ritonavir,2
6171,http://bio2rdf.org/drugbank:DB01197,http://bio2rdf.org/drugbank:DB00264,Captopril,Metoprolol, 
6170,http://bio2rdf.org/drugbank:DB00201,http://bio2rdf.org/drugbank:DB00122,Caffeine,Choline,1
6169,http://bio2rdf.org/drugbank:DB00246,http://bio2rdf.org/drugbank:DB06589,Ziprasidone,Pazopanib,2
6168,http://bio2rdf.org/drugbank:DB04743,http://bio2rdf.org/drugbank:DB01359,Nimesulide,Penbutolol,2
6167,http://bio2rdf.org/drugbank:DB00598,http://bio2rdf.org/drugbank:DB01151,Labetalol,Desipramine,1
6166,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB00844,Desogestrel,Nalbuphine, 
6165,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB00501,Phenobarbital,Cimetidine,1
6164,http://bio2rdf.org/drugbank:DB00580,http://bio2rdf.org/drugbank:DB00945,Valdecoxib,Acetylsalicylic_acid,2
6163,http://bio2rdf.org/drugbank:DB01529,http://bio2rdf.org/drugbank:DB01171,Dextromoramide,Moclobemide,3
6162,http://bio2rdf.org/drugbank:DB00555,http://bio2rdf.org/drugbank:DB00776,Lamotrigine,Oxcarbazepine,2
6161,http://bio2rdf.org/drugbank:DB00945,http://bio2rdf.org/drugbank:DB08439,Acetylsalicylic_acid,parecoxib,1
6160,http://bio2rdf.org/drugbank:DB00417,http://bio2rdf.org/drugbank:DB00598,Penicillin_V,Labetalol,1
6159,http://bio2rdf.org/drugbank:DB00604,http://bio2rdf.org/drugbank:DB00908,Cisapride,Quinidine,3
6158,http://bio2rdf.org/drugbank:DB00936,http://bio2rdf.org/drugbank:DB01359,Salicyclic_acid,Penbutolol,2
6157,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB01297,Norethindrone,Practolol,1
6156,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB00870,Levonorgestrel,Suprofen,1
6155,http://bio2rdf.org/drugbank:DB01377,http://bio2rdf.org/drugbank:DB00749,Magnesium_oxide,Etodolac,1
6154,http://bio2rdf.org/drugbank:DB00866,http://bio2rdf.org/drugbank:DB00509,Alprenolol,Dextrothyroxine,1
6153,http://bio2rdf.org/drugbank:DB01060,http://bio2rdf.org/drugbank:DB00866,Amoxicillin,Alprenolol,1
6152,http://bio2rdf.org/drugbank:DB04855,http://bio2rdf.org/drugbank:DB00227,Dronedarone,Lovastatin,2
6151,http://bio2rdf.org/drugbank:DB08795,http://bio2rdf.org/drugbank:DB00603,Azidocillin,Medroxyprogesterone_Acetate,3
6150,http://bio2rdf.org/drugbank:DB00598,http://bio2rdf.org/drugbank:DB01001,Labetalol,Salbutamol,2
6149,http://bio2rdf.org/drugbank:DB00443,http://bio2rdf.org/drugbank:DB00436,Betamethasone,Bendroflumethiazide,1
6148,http://bio2rdf.org/drugbank:DB00759,http://bio2rdf.org/drugbank:DB01606,Tetracycline,Tazobactam,1
6147,http://bio2rdf.org/drugbank:DB00530,http://bio2rdf.org/drugbank:DB00503,Erlotinib,Ritonavir,2
6146,http://bio2rdf.org/drugbank:DB01367,http://bio2rdf.org/drugbank:DB01247,Rasagiline,ISOCARBOXAZID,3
6145,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB04743,Nifedipine,Nimesulide, 
6144,http://bio2rdf.org/drugbank:DB00620,http://bio2rdf.org/drugbank:DB00436,Triamcinolone,Bendroflumethiazide,1
6143,http://bio2rdf.org/drugbank:DB00880,http://bio2rdf.org/drugbank:DB00390,Chlorothiazide,Digoxin,2
6142,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB00469,Salsalate,Tenoxicam,1
6141,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00343,Calcium,Diltiazem,2
6140,http://bio2rdf.org/drugbank:DB01607,http://bio2rdf.org/drugbank:DB00612,Ticarcillin,Bisoprolol,1
6139,http://bio2rdf.org/drugbank:DB00908,http://bio2rdf.org/drugbank:DB01192,Quinidine,Oxymorphone,1
6138,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB01296,Potassium,Glucosamine,1
6137,http://bio2rdf.org/drugbank:DB00860,http://bio2rdf.org/drugbank:DB00328,Prednisolone,Indomethacin,2
6136,http://bio2rdf.org/drugbank:DB01026,http://bio2rdf.org/drugbank:DB00820,Ketoconazole,Tadalafil,2
6135,http://bio2rdf.org/drugbank:DB00763,http://bio2rdf.org/drugbank:DB01125,METHIMAZOLE,Anisindione,2
6134,http://bio2rdf.org/drugbank:DB00741,http://bio2rdf.org/drugbank:DB01399,Hydrocortisone,Salsalate,2
6133,http://bio2rdf.org/drugbank:DB01602,http://bio2rdf.org/drugbank:DB00537,Bacampicillin,Ciprofloxacin,1
6132,http://bio2rdf.org/drugbank:DB00936,http://bio2rdf.org/drugbank:DB00991,Salicyclic_acid,Oxaprozin,1
6131,http://bio2rdf.org/drugbank:DB03585,http://bio2rdf.org/drugbank:DB00814,Oxyphenbutazone,Meloxicam,2
6130,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB00870,Alprazolam,Suprofen, 
6129,http://bio2rdf.org/drugbank:DB00489,http://bio2rdf.org/drugbank:DB01235,Sotalol,L-DOPA,1
6128,http://bio2rdf.org/drugbank:DB00421,http://bio2rdf.org/drugbank:DB01432,Spironolactone,Cholestyramine,2
6127,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00788,Cholestyramine,Naproxen,1
6126,http://bio2rdf.org/drugbank:DB00804,http://bio2rdf.org/drugbank:DB00761,DICYCLOMINE,POTASSIUM_CHLORIDE,2
6125,http://bio2rdf.org/drugbank:DB00913,http://bio2rdf.org/drugbank:DB00823,Anileridine,Ethynodiol, 
6124,http://bio2rdf.org/drugbank:DB00178,http://bio2rdf.org/drugbank:DB00594,Ramipril,Amiloride,2
6123,http://bio2rdf.org/drugbank:DB01410,http://bio2rdf.org/drugbank:DB01397,Ciclesonide,Magnesium_salicylate,2
6122,http://bio2rdf.org/drugbank:DB00227,http://bio2rdf.org/drugbank:DB00199,Lovastatin,Erythromycin,3
6121,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB01628,Alprazolam,Etoricoxib, 
6120,http://bio2rdf.org/drugbank:DB00201,http://bio2rdf.org/drugbank:DB00186,Caffeine,Lorazepam,1
6119,http://bio2rdf.org/drugbank:DB00537,http://bio2rdf.org/drugbank:DB01164,Ciprofloxacin,Calcium_Chloride, 
6118,http://bio2rdf.org/drugbank:DB01529,http://bio2rdf.org/drugbank:DB04820,Dextromoramide,Nialamide,3
6117,http://bio2rdf.org/drugbank:DB04861,http://bio2rdf.org/drugbank:DB00436,Nebivolol,Bendroflumethiazide,1
6116,http://bio2rdf.org/drugbank:DB01234,http://bio2rdf.org/drugbank:DB00682,Dexamethasone,Warfarin,1
6115,http://bio2rdf.org/drugbank:DB00394,http://bio2rdf.org/drugbank:DB00712,Beclomethasone,Flurbiprofen,2
6114,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00605,Megestrol_acetate,Sulindac,1
6113,http://bio2rdf.org/drugbank:DB01233,http://bio2rdf.org/drugbank:DB01209,Metoclopramide,Dezocine,1
6112,http://bio2rdf.org/drugbank:DB00415,http://bio2rdf.org/drugbank:DB01359,Ampicillin,Penbutolol,1
6111,http://bio2rdf.org/drugbank:DB01072,http://bio2rdf.org/drugbank:DB00813,Atazanavir,Fentanyl,3
6110,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00264,Ethanol,Metoprolol, 
6109,http://bio2rdf.org/drugbank:DB08860,http://bio2rdf.org/drugbank:DB01601,PITAVASTATIN,Lopinavir,3
6108,http://bio2rdf.org/drugbank:DB00343,http://bio2rdf.org/drugbank:DB00936,Diltiazem,Salicyclic_acid,1
6107,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB01050,Medroxyprogesterone_Acetate,Ibuprofen,1
6106,http://bio2rdf.org/drugbank:DB04743,http://bio2rdf.org/drugbank:DB08807,Nimesulide,Bopindolol,2
6105,http://bio2rdf.org/drugbank:DB01192,http://bio2rdf.org/drugbank:DB01367,Oxymorphone,Rasagiline,3
6104,http://bio2rdf.org/drugbank:DB00521,http://bio2rdf.org/drugbank:DB00201,Carteolol,Caffeine,1
6103,http://bio2rdf.org/drugbank:DB00780,http://bio2rdf.org/drugbank:DB00120,Phenelzine,L-Phenylalanine,3
6102,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00939,Calcium_carbonate,Meclofenamic_acid,1
6101,http://bio2rdf.org/drugbank:DB00866,http://bio2rdf.org/drugbank:DB01398,Alprenolol,Salicylate-sodium,1
6100,http://bio2rdf.org/drugbank:DB01296,http://bio2rdf.org/drugbank:DB00404,Glucosamine,Alprazolam, 
6099,http://bio2rdf.org/drugbank:DB00588,http://bio2rdf.org/drugbank:DB01009,Fluticasone_Propionate,Ketoprofen,2
6098,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB00436,Atenolol,Bendroflumethiazide,1
6097,http://bio2rdf.org/drugbank:DB00588,http://bio2rdf.org/drugbank:DB03585,Fluticasone_Propionate,Oxyphenbutazone,2
6096,http://bio2rdf.org/drugbank:DB01580,http://bio2rdf.org/drugbank:DB00310,Oxprenolol,Chlorthalidone,1
6095,http://bio2rdf.org/drugbank:DB00936,http://bio2rdf.org/drugbank:DB00214,Salicyclic_acid,Torasemide,1
6094,http://bio2rdf.org/drugbank:DB00866,http://bio2rdf.org/drugbank:DB00122,Alprenolol,Choline,1
6093,http://bio2rdf.org/drugbank:DB01398,http://bio2rdf.org/drugbank:DB01060,Salicylate-sodium,Amoxicillin,1
6092,http://bio2rdf.org/drugbank:DB01628,http://bio2rdf.org/drugbank:DB00727,Etoricoxib,Nitroglycerin,1
6091,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00554,Nifedipine,Piroxicam, 
6090,http://bio2rdf.org/drugbank:DB01197,http://bio2rdf.org/drugbank:DB00421,Captopril,Spironolactone,1
6089,http://bio2rdf.org/drugbank:DB00417,http://bio2rdf.org/drugbank:DB00537,Penicillin_V,Ciprofloxacin,1
6088,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB04743,Salsalate,Nimesulide,1
6087,http://bio2rdf.org/drugbank:DB01193,http://bio2rdf.org/drugbank:DB01016,Acebutolol,Glyburide,2
6086,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB04743,Aluminum_hydroxide,Nimesulide,1
6085,http://bio2rdf.org/drugbank:DB00936,http://bio2rdf.org/drugbank:DB08807,Salicyclic_acid,Bopindolol,2
6084,http://bio2rdf.org/drugbank:DB01136,http://bio2rdf.org/drugbank:DB00936,Carvedilol,Salicyclic_acid,1
6083,http://bio2rdf.org/drugbank:DB00264,http://bio2rdf.org/drugbank:DB01356,Metoprolol,Lithium,1
6082,http://bio2rdf.org/drugbank:DB06802,http://bio2rdf.org/drugbank:DB00335,Nepafenac,Atenolol,2
6081,http://bio2rdf.org/drugbank:DB00489,http://bio2rdf.org/drugbank:DB00458,Sotalol,Imipramine,1
6080,http://bio2rdf.org/drugbank:DB00708,http://bio2rdf.org/drugbank:DB00823,Sufentanil,Ethynodiol, 
6079,http://bio2rdf.org/drugbank:DB06725,http://bio2rdf.org/drugbank:DB01356,Lornoxicam,Lithium,2
6078,http://bio2rdf.org/drugbank:DB00394,http://bio2rdf.org/drugbank:DB01050,Beclomethasone,Ibuprofen,2
6077,http://bio2rdf.org/drugbank:DB00451,http://bio2rdf.org/drugbank:DB00814,Levothyroxine,Meloxicam,1
6076,http://bio2rdf.org/drugbank:DB00186,http://bio2rdf.org/drugbank:DB00264,Lorazepam,Metoprolol, 
6075,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB02443,Niclosamide,Methicillin_Acyl-Serine,1
6074,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB01399,Etonogestrel,Salsalate,1
6073,http://bio2rdf.org/drugbank:DB00812,http://bio2rdf.org/drugbank:DB00883,Phenylbutazone,Isosorbide_Dinitrate,1
6072,http://bio2rdf.org/drugbank:DB00829,http://bio2rdf.org/drugbank:DB00196,DIAZEPAM,Fluconazole,2
6071,http://bio2rdf.org/drugbank:DB00540,http://bio2rdf.org/drugbank:DB00844,Nortriptyline,Nalbuphine,1
6070,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00459,Ethanol,Acitretin,3
6069,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB01053,Salicylamide,Benzylpenicillin,1
6068,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00509,Cholestyramine,Dextrothyroxine,1
6067,http://bio2rdf.org/drugbank:DB01319,http://bio2rdf.org/drugbank:DB01100,Fosamprenavir,Pimozide,3
6066,http://bio2rdf.org/drugbank:DB00543,http://bio2rdf.org/drugbank:DB00715,AMOXAPINE,Paroxetine,2
6065,http://bio2rdf.org/drugbank:DB01009,http://bio2rdf.org/drugbank:DB00571,Ketoprofen,Propranolol,2
6064,http://bio2rdf.org/drugbank:DB00390,http://bio2rdf.org/drugbank:DB01373,Digoxin,Calcium,2
6063,http://bio2rdf.org/drugbank:DB00485,http://bio2rdf.org/drugbank:DB01136,Dicloxacillin,Carvedilol,1
6062,http://bio2rdf.org/drugbank:DB06204,http://bio2rdf.org/drugbank:DB00603,Tapentadol,Medroxyprogesterone_Acetate, 
6061,http://bio2rdf.org/drugbank:DB00921,http://bio2rdf.org/drugbank:DB01247,Buprenorphine,Isocarboxazid,3
6060,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00673,NORETHINDRONE,Aprepitant,2
6059,http://bio2rdf.org/drugbank:DB01296,http://bio2rdf.org/drugbank:DB00606,Glucosamine,Cyclothiazide,1
6058,http://bio2rdf.org/drugbank:DB00540,http://bio2rdf.org/drugbank:DB01192,Nortriptyline,Oxymorphone,1
6057,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00335,Calcium_carbonate,Atenolol,1
6056,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB00611,Levonorgestrel,Butorphanol, 
6055,http://bio2rdf.org/drugbank:DB00627,http://bio2rdf.org/drugbank:DB00641,Niacin,Simvastatin,2
6054,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB04552,Norethindrone,Niflumic_Acid,1
6053,http://bio2rdf.org/drugbank:DB08808,http://bio2rdf.org/drugbank:DB01151,Bupranolol,Desipramine,1
6052,http://bio2rdf.org/drugbank:DB00266,http://bio2rdf.org/drugbank:DB00636,Dicoumarol,Clofibrate,3
6051,http://bio2rdf.org/drugbank:DB01136,http://bio2rdf.org/drugbank:DB00584,Carvedilol,Enalapril, 
6050,http://bio2rdf.org/drugbank:DB00150,http://bio2rdf.org/drugbank:DB00780,L-Tryptophan,Phenelzine,2
6049,http://bio2rdf.org/drugbank:DB01166,http://bio2rdf.org/drugbank:DB01211,Cilostazol,Clarithromycin,2
6048,http://bio2rdf.org/drugbank:DB00204,http://bio2rdf.org/drugbank:DB01059,Dofetilide,NORFLOXACIN,2
6047,http://bio2rdf.org/drugbank:DB00187,http://bio2rdf.org/drugbank:DB01151,Esmolol,Desipramine,1
6046,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB00936,Medroxyprogesterone_Acetate,Salicyclic_acid,1
6045,http://bio2rdf.org/drugbank:DB00343,http://bio2rdf.org/drugbank:DB00187,Diltiazem,Esmolol,2
6044,http://bio2rdf.org/drugbank:DB00472,http://bio2rdf.org/drugbank:DB01151,Fluoxetine,Desipramine,2
6043,http://bio2rdf.org/drugbank:DB01197,http://bio2rdf.org/drugbank:DB00960,Captopril,Pindolol, 
6042,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB00554,Salsalate,Piroxicam,1
6041,http://bio2rdf.org/drugbank:DB00588,http://bio2rdf.org/drugbank:DB00482,Fluticasone_Propionate,Celecoxib,2
6040,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB00554,Aluminum_hydroxide,Piroxicam,1
6039,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00899,Phenytoin,Remifentanil,1
6038,http://bio2rdf.org/drugbank:DB00437,http://bio2rdf.org/drugbank:DB00682,Allopurinol,Warfarin,2
6037,http://bio2rdf.org/drugbank:DB00246,http://bio2rdf.org/drugbank:DB00537,Ziprasidone,CIPROFLOXACIN,2
6036,http://bio2rdf.org/drugbank:DB01607,http://bio2rdf.org/drugbank:DB00823,Ticarcillin,Ethynodiol,3
6035,http://bio2rdf.org/drugbank:DB05521,http://bio2rdf.org/drugbank:DB00227,Telaprevir,Lovastatin,3
6034,http://bio2rdf.org/drugbank:DB00607,http://bio2rdf.org/drugbank:DB00264,Nafcillin,Metoprolol,1
6033,http://bio2rdf.org/drugbank:DB00957,http://bio2rdf.org/drugbank:DB00555,Norgestimate,Lamotrigine,2
6032,http://bio2rdf.org/drugbank:DB00656,http://bio2rdf.org/drugbank:DB00199,TRAZODONE,Erythromycin,2
6031,http://bio2rdf.org/drugbank:DB00479,http://bio2rdf.org/drugbank:DB00319,Amikacin,PIPERACILLIN,2
6030,http://bio2rdf.org/drugbank:DB01551,http://bio2rdf.org/drugbank:DB00294,Dihydrocodeine,Etonogestrel, 
6029,http://bio2rdf.org/drugbank:DB01297,http://bio2rdf.org/drugbank:DB00451,Practolol,Levothyroxine,1
6028,http://bio2rdf.org/drugbank:DB08808,http://bio2rdf.org/drugbank:DB01001,Bupranolol,Salbutamol,2
6027,http://bio2rdf.org/drugbank:DB00713,http://bio2rdf.org/drugbank:DB01580,Oxacillin,Oxprenolol,1
6026,http://bio2rdf.org/drugbank:DB07886,http://bio2rdf.org/drugbank:DB00861,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",Diflunisal,2
6025,http://bio2rdf.org/drugbank:DB00939,http://bio2rdf.org/drugbank:DB01193,Meclofenamic_acid,Acebutolol,2
6024,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB00774,Carbamazepine,Hydroflumethiazide,1
6023,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB00580,Levonorgestrel,Valdecoxib,1
6022,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00373,Dihydroxyaluminium,Timolol,1
6021,http://bio2rdf.org/drugbank:DB00390,http://bio2rdf.org/drugbank:DB01197,Digoxin,Captopril, 
6020,http://bio2rdf.org/drugbank:DB00489,http://bio2rdf.org/drugbank:DB00321,Sotalol,Amitriptyline,1
6019,http://bio2rdf.org/drugbank:DB00945,http://bio2rdf.org/drugbank:DB00421,Acetylsalicylic_acid,Spironolactone,1
6018,http://bio2rdf.org/drugbank:DB03585,http://bio2rdf.org/drugbank:DB00384,Oxyphenbutazone,Triamterene,2
6017,http://bio2rdf.org/drugbank:DB00187,http://bio2rdf.org/drugbank:DB01001,Esmolol,Salbutamol,2
6016,http://bio2rdf.org/drugbank:DB01193,http://bio2rdf.org/drugbank:DB06803,Acebutolol,Niclosamide,1
6015,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00690,Ethanol,Flurazepam,2
6014,http://bio2rdf.org/drugbank:DB00573,http://bio2rdf.org/drugbank:DB00214,Fenoprofen,Torasemide,2
6013,http://bio2rdf.org/drugbank:DB00963,http://bio2rdf.org/drugbank:DB01356,Bromfenac,Lithium,2
6012,http://bio2rdf.org/drugbank:DB00571,http://bio2rdf.org/drugbank:DB01432,Propranolol,Cholestyramine, 
6011,http://bio2rdf.org/drugbank:DB00991,http://bio2rdf.org/drugbank:DB01359,Oxaprozin,Penbutolol,2
6010,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00294,Phenytoin,Etonogestrel,3
6009,http://bio2rdf.org/drugbank:DB01297,http://bio2rdf.org/drugbank:DB00227,Practolol,Lovastatin,1
6008,http://bio2rdf.org/drugbank:DB01367,http://bio2rdf.org/drugbank:DB00472,Rasagiline,Fluoxetine,2
6007,http://bio2rdf.org/drugbank:DB01026,http://bio2rdf.org/drugbank:DB00862,Ketoconazole,Vardenafil,2
6006,http://bio2rdf.org/drugbank:DB00394,http://bio2rdf.org/drugbank:DB00936,Beclomethasone,Salicyclic_acid,2
6005,http://bio2rdf.org/drugbank:DB00582,http://bio2rdf.org/drugbank:DB00530,Voriconazole,Erlotinib,2
6004,http://bio2rdf.org/drugbank:DB00573,http://bio2rdf.org/drugbank:DB08807,Fenoprofen,Bopindolol,2
6003,http://bio2rdf.org/drugbank:DB00571,http://bio2rdf.org/drugbank:DB00343,Propranolol,Diltiazem,2
6002,http://bio2rdf.org/drugbank:DB00122,http://bio2rdf.org/drugbank:DB00328,Choline,Indomethacin,1
6001,http://bio2rdf.org/drugbank:DB00591,http://bio2rdf.org/drugbank:DB00861,Fluocinolone_Acetonide,Diflunisal,2
6000,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00963,Diflunisal,Bromfenac,1
5999,http://bio2rdf.org/drugbank:DB00214,http://bio2rdf.org/drugbank:DB00277,Torasemide,Theophylline,1
5998,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00647,Kanamycin,Dextropropoxyphene, 
5997,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB01359,Phenobarbital,Penbutolol,1
5996,http://bio2rdf.org/drugbank:DB00585,http://bio2rdf.org/drugbank:DB04868,Nizatidine,Nilotinib,2
5995,http://bio2rdf.org/drugbank:DB00469,http://bio2rdf.org/drugbank:DB01021,Tenoxicam,Trichlormethiazide,1
5994,http://bio2rdf.org/drugbank:DB00180,http://bio2rdf.org/drugbank:DB00500,Flunisolide,Tolmetin,2
5993,http://bio2rdf.org/drugbank:DB01203,http://bio2rdf.org/drugbank:DB01021,Nadolol,Trichlormethiazide,1
5992,http://bio2rdf.org/drugbank:DB00814,http://bio2rdf.org/drugbank:DB00458,Meloxicam,Imipramine,1
5991,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB01032,Diflunisal,Probenecid,2
5990,http://bio2rdf.org/drugbank:DB00604,http://bio2rdf.org/drugbank:DB01158,Cisapride,Bretylium,3
5989,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB00500,Salicylamide,Tolmetin,1
5988,http://bio2rdf.org/drugbank:DB01211,http://bio2rdf.org/drugbank:DB06414,Clarithromycin,ETRAVIRINE,2
5987,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB00780,Cimetidine,Phenelzine,1
5986,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB01050,Desogestrel,Ibuprofen,1
5985,http://bio2rdf.org/drugbank:DB04820,http://bio2rdf.org/drugbank:DB01151,Nialamide,Desipramine,2
5984,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB00812,Cimetidine,Phenylbutazone,1
5983,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB01009,Calcium_carbonate,Ketoprofen,1
5982,http://bio2rdf.org/drugbank:DB01151,http://bio2rdf.org/drugbank:DB01037,Desipramine,Selegiline,3
5981,http://bio2rdf.org/drugbank:DB01397,http://bio2rdf.org/drugbank:DB00991,Magnesium_salicylate,Oxaprozin,1
5980,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB03585,Calcium_carbonate,Oxyphenbutazone,1
5979,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB06725,Methacholine,Lornoxicam,1
5978,http://bio2rdf.org/drugbank:DB01053,http://bio2rdf.org/drugbank:DB01172,Benzylpenicillin,Kanamycin,3
5977,http://bio2rdf.org/drugbank:DB00741,http://bio2rdf.org/drugbank:DB00580,Hydrocortisone,Valdecoxib,2
5976,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB01345,Timolol,Potassium,1
